City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,La Palma,US,2022-11-04 17:31:21,33.8464,-118.0467,67.77,44,0,1.99,clear sky
262,Hamilton,US,2022-11-04 17:31:21,39.1834,-84.5333,75.4,57,0,16.11,clear sky
263,Gualeguay,AR,2022-11-04 17:31:21,-33.1416,-59.3097,83.37,19,0,11.74,clear sky
264,Gat,IL,2022-11-04 17:31:21,31.61,34.7642,68.81,100,60,8.39,broken clouds
265,Barentu,ER,2022-11-04 17:31:21,15.1139,37.5928,80.37,35,0,9.66,clear sky
266,Prestea,GH,2022-11-04 17:31:21,5.4327,-2.1428,77.72,87,100,5.77,moderate rain
267,Touros,BR,2022-11-04 17:31:21,-5.1989,-35.4608,84.2,64,61,10.16,broken clouds
268,Humaita,BR,2022-11-04 17:31:21,-7.5061,-63.0208,94.1,27,77,4.52,broken clouds
269,Geraldton,AU,2022-11-04 17:31:21,-28.7667,114.6,59.41,77,0,14.97,clear sky
270,Prijepolje,RS,2022-11-04 17:31:21,43.3719,19.6406,56.21,76,100,6.49,overcast clouds
271,Oyem,GA,2022-11-04 17:31:21,1.5995,11.5793,68.27,95,99,2.89,light rain
272,Normal,US,2022-11-04 17:31:21,40.5142,-88.9906,72.34,81,100,27.63,overcast clouds
273,Alta Floresta,BR,2022-11-04 17:31:21,-9.8756,-56.0861,87.62,48,40,4.61,scattered clouds
274,Yenagoa,NG,2022-11-04 17:31:21,4.9247,6.2642,78.37,86,74,4.74,light rain
275,Zelenets,RU,2022-11-04 17:31:21,61.8849,50.7489,28.65,93,73,2.93,broken clouds
276,Asyut,EG,2022-11-04 17:31:21,27.181,31.1837,73.58,39,0,9.86,clear sky
277,West Bay,KY,2022-11-04 17:31:21,19.3667,-81.4167,87.87,68,20,14.97,few clouds
278,Ulvila,FI,2022-11-04 17:31:21,61.4284,21.871,44.67,93,100,6.91,light intensity drizzle
279,Abalak,RU,2022-11-04 17:31:21,58.1286,68.5944,33.66,97,100,10.92,snow
280,Darab,IR,2022-11-04 17:31:21,28.7519,54.5444,65.53,66,73,6.73,broken clouds
281,Torbay,CA,2022-11-04 17:31:21,47.6666,-52.7314,53.38,70,75,12.66,broken clouds
282,Werda,BW,2022-11-04 17:31:21,-25.2667,23.2833,80.1,13,54,10.78,broken clouds
283,Nuzvid,IN,2022-11-04 17:31:21,16.7833,80.85,77.85,93,2,3.2,clear sky
284,Ambilobe,MG,2022-11-04 17:31:21,-13.2,49.05,73.54,69,24,3.22,few clouds
285,Turayf,SA,2022-11-04 17:31:21,31.6725,38.6637,64.65,42,0,4.61,clear sky
286,Saint-Francois,FR,2022-11-04 17:31:21,46.4154,3.9054,45.84,94,75,6.91,broken clouds
287,Elat,IL,2022-11-04 17:31:21,29.5581,34.9482,75.04,35,9,12.66,haze
288,Chicama,PE,2022-11-04 17:31:21,-7.8447,-79.1469,63.14,56,46,10.29,scattered clouds
289,Bentiu,SS,2022-11-04 17:31:21,9.2333,29.8333,80.89,36,8,4.65,clear sky
290,Jijiga,ET,2022-11-04 17:31:21,9.35,42.8,71.01,56,86,11.88,overcast clouds
291,Ponta Do Sol,PT,2022-11-04 17:31:21,32.6667,-17.1,75.0,86,28,1.19,scattered clouds
292,Jolalpan,MX,2022-11-04 17:31:21,18.325,-98.8417,84.76,47,4,4.0,clear sky
293,Rengali,IN,2022-11-04 17:31:21,21.6333,84.05,68.14,59,0,0.74,clear sky
294,Necochea,AR,2022-11-04 17:31:21,-38.5473,-58.7368,74.08,36,0,12.26,clear sky
295,Kasese,UG,2022-11-04 17:31:21,0.1833,30.0833,67.68,90,98,4.29,overcast clouds
296,Awbari,LY,2022-11-04 17:31:21,26.5921,12.7805,68.5,36,5,4.16,clear sky
297,Jvari,GE,2022-11-04 17:31:21,42.7169,42.052,49.46,93,94,2.1,overcast clouds
298,Porangatu,BR,2022-11-04 17:31:21,-13.4408,-49.1486,84.94,52,42,2.46,scattered clouds
299,Shelburne,CA,2022-11-04 17:31:21,44.0787,-80.2041,68.76,63,91,17.45,overcast clouds
300,Saint-Augustin,CA,2022-11-04 17:31:21,51.226,-58.6502,40.51,70,96,6.53,overcast clouds
301,Vallenar,CL,2022-11-04 17:31:21,-28.5708,-70.7581,80.49,25,77,10.0,broken clouds
302,Hami,CN,2022-11-04 17:31:21,42.8,93.45,46.15,21,40,4.25,scattered clouds
303,Fougamou,GA,2022-11-04 17:31:21,-1.2154,10.5838,74.5,92,94,1.03,overcast clouds
304,Saint-Leu,RE,2022-11-04 17:31:21,-21.15,55.2833,74.26,78,77,5.55,broken clouds
305,Axim,GH,2022-11-04 17:31:21,4.8699,-2.2405,79.79,83,93,6.02,overcast clouds
306,Puerto Rondon,CO,2022-11-04 17:31:21,6.2805,-71.1,81.91,58,83,9.37,broken clouds
307,Ancud,CL,2022-11-04 17:31:21,-41.8697,-73.8203,57.79,78,69,9.08,broken clouds
308,Mumbwa,ZM,2022-11-04 17:31:21,-14.9783,27.0619,67.93,82,68,6.42,moderate rain
309,Viedma,AR,2022-11-04 17:31:21,-40.8135,-62.9967,87.49,13,92,21.61,overcast clouds
310,Uch,FR,2022-11-04 17:31:21,45.3192,-0.9345,56.46,61,74,12.15,broken clouds
311,Riyadh,SA,2022-11-04 17:31:21,24.6877,46.7219,75.34,36,83,12.03,broken clouds
312,Vicksburg,US,2022-11-04 17:31:21,32.3526,-90.8779,80.33,67,75,13.8,broken clouds
313,Taseyevo,RU,2022-11-04 17:31:21,57.2169,94.8978,23.92,97,75,2.53,broken clouds
314,Inta,RU,2022-11-04 17:31:21,66.0317,60.1659,7.11,93,15,4.65,few clouds
315,Salumbar,IN,2022-11-04 17:31:21,24.1333,74.05,76.53,34,0,4.18,clear sky
316,Kismayo,SO,2022-11-04 17:31:21,-0.3582,42.5454,78.53,79,89,9.6,overcast clouds
317,Ambovombe,MG,2022-11-04 17:31:21,-25.1667,46.0833,71.01,89,99,19.95,overcast clouds
318,Lubango,AO,2022-11-04 17:31:21,-14.9172,13.4925,64.24,58,91,6.55,overcast clouds
319,Havelock,US,2022-11-04 17:31:21,34.8791,-76.9013,78.98,78,40,5.99,scattered clouds
320,Naron,ES,2022-11-04 17:31:21,43.5167,-8.1528,60.03,73,97,1.48,overcast clouds
321,Erzin,TR,2022-11-04 17:31:21,36.9559,36.2,63.63,68,0,2.42,clear sky
322,Strezhevoy,RU,2022-11-04 17:31:21,60.7333,77.5889,31.95,95,96,6.69,overcast clouds
323,Alakurtti,RU,2022-11-04 17:31:21,66.9672,30.3491,36.05,99,100,3.83,overcast clouds
324,Cuamba,MZ,2022-11-04 17:31:21,-14.8031,36.5372,75.31,68,87,4.23,overcast clouds
325,Port Blair,IN,2022-11-04 17:31:21,11.6667,92.75,80.64,74,20,2.3,mist
326,Birsk,RU,2022-11-04 17:31:21,55.4211,55.5428,25.05,93,16,4.12,few clouds
327,Calama,CL,2022-11-04 17:31:21,-22.4667,-68.9333,73.89,6,0,21.85,clear sky
328,Weligama,LK,2022-11-04 17:31:21,5.9667,80.4167,76.87,89,88,4.65,overcast clouds
329,Lisakovsk,KZ,2022-11-04 17:31:21,52.5369,62.4936,29.82,94,100,21.39,light snow
330,Lakhimpur,IN,2022-11-04 17:31:21,27.95,80.7667,70.21,68,0,4.52,clear sky
331,Frontera,MX,2022-11-04 17:31:21,26.9333,-101.45,87.33,54,0,1.99,clear sky
332,Nowy Tomysl,PL,2022-11-04 17:31:21,52.3195,16.1284,50.25,83,100,1.54,overcast clouds
333,Ler,SS,2022-11-04 17:31:21,8.3018,30.1418,79.43,42,5,3.98,clear sky
334,Virbhadra,IN,2022-11-04 17:31:21,30.0712,78.2819,66.33,80,4,4.83,clear sky
335,Cambrils,ES,2022-11-04 17:31:21,41.0748,1.0524,65.71,49,0,20.71,clear sky
336,Ponnani,IN,2022-11-04 17:31:21,10.767,75.9252,76.32,86,100,3.29,moderate rain
337,Grand-Santi,GF,2022-11-04 17:31:21,4.25,-54.3833,84.49,63,98,3.36,light rain
338,Baykit,RU,2022-11-04 17:31:21,61.67,96.37,8.6,99,95,2.33,overcast clouds
339,Acarau,BR,2022-11-04 17:31:21,-2.8856,-40.12,86.38,54,38,14.25,scattered clouds
340,Mana,GF,2022-11-04 17:31:21,5.6592,-53.7767,82.11,73,100,6.73,overcast clouds
341,Bristol,US,2022-11-04 17:31:21,41.8334,-71.1662,72.3,67,6,8.01,clear sky
342,Beloha,MG,2022-11-04 17:31:21,-25.1667,45.05,70.39,82,69,18.12,broken clouds
343,Sioux Falls,US,2022-11-04 17:31:21,43.55,-96.7003,39.09,66,20,8.05,few clouds
344,La Libertad,EC,2022-11-04 17:31:21,-2.2333,-80.9,71.26,78,100,11.5,overcast clouds
345,Barhi,IN,2022-11-04 17:31:21,23.9,80.8,68.65,61,0,2.8,clear sky
346,Isoka,ZM,2022-11-04 17:31:21,-10.1606,32.6335,74.84,33,87,3.49,overcast clouds
347,Karlstad,SE,2022-11-04 17:31:21,59.3793,13.5036,48.76,84,100,12.66,overcast clouds
348,Kamenka,RU,2022-11-04 17:31:21,51.3223,42.7678,34.18,99,100,2.8,light snow
349,Adrar,MR,2022-11-04 17:31:21,20.5022,-10.0711,81.09,12,0,10.31,clear sky
350,Uusikaupunki,FI,2022-11-04 17:31:21,60.8004,21.4084,43.41,91,34,12.53,scattered clouds
351,Puerto Madryn,AR,2022-11-04 17:31:21,-42.7692,-65.0385,82.94,19,26,28.81,scattered clouds
352,Pirgos,GR,2022-11-04 17:31:21,35.1167,25.7178,65.62,71,0,5.01,clear sky
353,Maradi,NE,2022-11-04 17:31:21,13.5,7.1017,88.02,20,27,6.91,scattered clouds
354,Cap Malheureux,MU,2022-11-04 17:31:21,-19.9842,57.6142,73.47,76,75,1.99,broken clouds
355,Shetpe,KZ,2022-11-04 17:31:21,44.1667,52.1167,42.66,72,83,1.68,broken clouds
356,Pochutla,MX,2022-11-04 17:31:21,15.7432,-96.4661,87.62,60,10,6.98,clear sky
357,Tonantins,BR,2022-11-04 17:31:21,-2.8731,-67.8022,88.29,46,51,3.0,broken clouds
358,Manta,EC,2022-11-04 17:31:21,-0.95,-80.7333,80.38,65,20,13.8,few clouds
359,Teya,RU,2022-11-04 17:31:21,60.3778,92.6267,24.24,98,100,2.08,overcast clouds
360,Lourdes,FR,2022-11-04 17:31:21,43.1,-0.05,50.92,93,75,9.22,broken clouds
361,Roatan,HN,2022-11-04 17:31:21,16.3244,-86.5366,84.34,74,20,14.97,few clouds
362,Kodumudi,IN,2022-11-04 17:31:21,11.0775,77.8836,73.9,91,45,4.16,scattered clouds
363,Gazojak,TM,2022-11-04 17:31:21,41.1875,61.4036,48.4,61,7,6.62,clear sky
364,Santiago De Cuba,CU,2022-11-04 17:31:21,20.0247,-75.8219,87.91,48,20,10.36,few clouds
365,Sakakah,SA,2022-11-04 17:31:21,29.9697,40.2064,71.17,33,63,9.8,broken clouds
366,Zahir Pir,PK,2022-11-04 17:31:21,28.8124,70.524,78.06,24,4,2.55,clear sky
367,Saint Anthony,US,2022-11-04 17:31:21,45.0205,-93.218,40.66,79,100,10.36,overcast clouds
368,Tambopata,PE,2022-11-04 17:31:21,-12.7333,-69.1833,87.69,33,0,5.75,clear sky
369,Tarauaca,BR,2022-11-04 17:31:21,-8.1614,-70.7656,91.35,22,36,4.05,scattered clouds
370,Lethem,GY,2022-11-04 17:31:21,3.3803,-59.7968,82.49,66,99,7.61,overcast clouds
371,Rudsar,IR,2022-11-04 17:31:21,37.1376,50.288,60.78,77,6,7.02,clear sky
372,Jiuquan,CN,2022-11-04 17:31:21,39.7432,98.5174,35.42,41,83,4.16,broken clouds
373,Guiratinga,BR,2022-11-04 17:31:21,-16.3494,-53.7583,88.32,24,1,5.37,clear sky
374,Attert,BE,2022-11-04 17:31:21,49.7512,5.7852,48.9,89,100,6.8,overcast clouds
375,Xuddur,SO,2022-11-04 17:31:21,4.1213,43.8894,78.1,66,94,2.84,light rain
376,Ust-Tsilma,RU,2022-11-04 17:31:21,65.441,52.1498,10.74,97,52,2.3,broken clouds
377,Mahibadhoo,MV,2022-11-04 17:31:21,3.7833,72.9667,81.21,76,62,9.91,broken clouds
378,Samoded,RU,2022-11-04 17:31:21,63.6083,40.5111,21.83,98,40,2.95,scattered clouds
379,Presidencia Roque Saenz Pena,AR,2022-11-04 17:31:21,-26.7852,-60.4388,89.1,16,61,7.7,broken clouds
380,Nizhnyaya Poyma,RU,2022-11-04 17:31:21,56.1622,97.1933,25.11,98,89,3.53,overcast clouds
381,Mahenge,TZ,2022-11-04 17:31:21,-8.6833,36.7167,72.0,50,10,7.58,clear sky
382,Dodoma,TZ,2022-11-04 17:31:21,-6.1722,35.7395,78.94,32,78,12.19,broken clouds
383,Hammerfest,NO,2022-11-04 17:31:21,70.6634,23.6821,41.45,81,75,6.91,broken clouds
384,Agarak,AM,2022-11-04 17:31:21,39.2068,46.5446,44.92,80,72,1.95,broken clouds
385,Enid,US,2022-11-04 17:31:21,36.3956,-97.8784,42.48,93,100,26.46,light rain
